draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
317,209.9,-57.9,3.14,20.0,16.0,14.5,17.6,N-S,19.8,37.4,13.1,18.1,188.8,19.0,76.4,12.5,20.8,0,,0,18.98,1.38
318,227.8,-59.5,3.75,16.0,20.0,15.5,18.9,N-S,20.5,37.1,13.0,15.9,183.7,19.2,77.3,12.3,19.5,0,,0,29.06,10.21
319,231.1,-60.3,2.96,20.0,16.0,9.9,14.8,N-S,17.1,39.6,14.2,18.2,185.7,17.6,75.1,13.5,19.3,0,,0,35.39,20.61
320,224.5,-56.7,2.78,16.0,20.0,16.3,20.0,N-S,21.4,37.3,13.1,17.7,188.8,16.0,74.0,11.1,18.4,0,,0,20.16,0.18
321,224.6,-58.0,3.61,16.0,20.0,11.7,15.0,N-S,19.8,37.7,14.6,17.0,188.3,17.5,63.7,13.5,17.8,0,,0,20.86,5.84
322,219.4,-56.8,2.95,16.0,20.0,14.6,19.1,N-S,18.2,36.8,14.1,17.7,186.7,18.0,78.3,13.3,19.5,0,,0,21.09,2.02
323,213.8,-58.3,3.53,16.0,20.0,15.8,19.0,N-S,16.5,38.2,13.5,15.9,184.3,19.5,60.2,12.8,19.8,1,3.75,1,18.05,-0.95
324,212.6,-56.4,2.82,20.0,16.0,14.0,18.5,N-S,16.2,37.3,12.6,18.5,185.7,18.3,63.3,11.6,20.2,0,,0,19.92,1.42
325,225.7,-58.0,3.26,16.0,20.0,12.8,17.8,N-S,19.7,35.3,13.4,18.5,189.3,19.7,71.6,11.7,19.7,0,,0,22.73,4.96
326,211.2,-58.4,2.89,16.0,20.0,14.2,18.3,N-S,21.1,38.5,12.3,18.4,184.5,19.7,61.5,12.0,16.9,1,6.25,1,6.33,-12.02
327,232.0,-59.5,3.2,20.0,16.0,12.9,16.7,N-S,20.9,35.2,12.3,17.8,188.2,19.0,64.8,10.9,18.6,0,,0,24.61,7.88
328,213.7,-56.7,3.32,20.0,16.0,13.1,17.5,N-S,20.7,36.7,12.6,17.2,187.3,18.2,77.4,12.8,20.9,0,,0,19.22,1.7
329,210.9,-56.1,3.41,16.0,20.0,13.5,17.6,N-S,20.8,38.8,12.9,16.1,184.8,18.8,79.7,11.9,18.1,1,3.75,1,3.75,-13.8
330,215.3,-60.3,3.58,16.0,20.0,14.4,18.3,E-W,20.7,38.9,14.3,17.4,183.7,16.1,77.5,12.2,20.5,1,4.06,0,18.98,0.68
331,221.4,-60.4,3.5,16.0,20.0,11.0,15.4,E-W,19.5,40.2,14.6,16.3,186.1,16.3,77.1,12.2,20.7,0,,0,19.45,4.09
332,230.4,-56.6,2.55,20.0,16.0,15.5,18.7,E-W,16.4,40.6,13.0,18.7,187.5,19.0,61.3,12.6,21.6,0,,0,30.0,11.3
333,221.0,-59.5,2.66,20.0,16.0,10.6,14.9,N-S,18.3,37.0,14.0,17.2,184.5,16.2,70.5,13.6,21.0,0,,0,22.27,7.35
334,223.2,-57.2,3.04,16.0,20.0,9.6,14.6,N-S,21.2,39.0,14.2,17.7,188.2,19.1,78.7,13.0,19.9,0,,0,20.62,6.07
335,217.2,-59.6,2.51,16.0,20.0,13.3,17.4,N-S,17.8,38.5,12.5,15.9,188.3,16.0,75.1,12.0,20.0,1,5.16,1,17.11,-0.33
336,209.9,-58.5,3.52,16.0,20.0,16.1,19.2,N-S,17.9,38.5,14.1,15.9,184.5,18.1,76.7,11.5,18.2,1,3.28,1,3.28,-15.9
337,228.8,-57.7,2.75,16.0,20.0,11.8,15.3,N-S,17.0,38.1,13.0,17.9,186.3,18.9,68.4,12.1,18.9,0,,0,29.53,14.27
338,224.1,-57.4,3.7,16.0,20.0,15.5,19.6,N-S,16.1,37.9,12.7,17.6,189.2,17.9,63.8,13.8,19.2,0,,0,19.92,0.3
339,222.0,-59.4,3.21,16.0,20.0,15.2,18.8,N-S,20.2,37.8,13.4,16.9,185.9,17.1,62.8,10.8,17.1,0,,0,19.45,0.64
340,214.7,-56.7,2.87,16.0,20.0,15.1,18.6,E-W,17.0,37.5,12.3,17.7,186.8,20.0,70.0,11.3,17.0,0,,1,17.58,-1.06
341,230.0,-60.6,2.87,16.0,20.0,16.5,19.9,N-S,18.4,39.1,13.3,19.3,185.4,17.7,64.7,12.9,20.6,0,,0,33.75,13.82
342,229.9,-59.4,2.96,16.0,20.0,13.4,17.4,E-W,21.0,37.3,13.4,18.4,185.8,18.5,76.8,14.3,18.8,0,,0,33.75,16.31
343,232.9,-56.2,2.95,16.0,20.0,15.1,18.6,N-S,16.7,41.1,12.7,17.6,188.5,19.7,61.6,12.6,18.1,0,,0,28.36,9.77
344,228.0,-57.3,2.5,16.0,20.0,14.5,18.8,N-S,21.5,37.7,12.9,16.3,186.8,18.0,66.6,12.3,18.6,0,,0,25.31,6.51
345,226.0,-56.7,2.52,20.0,16.0,16.3,19.9,N-S,19.3,38.7,14.7,16.5,185.2,18.3,73.8,12.7,20.5,0,,0,35.39,15.48
