draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
220,183.0,-51.1,3.61,20.0,16.0,13.3,17.5,E-W,18.6,35.5,14.2,18.3,188.3,18.6,70.8,11.0,16.7,1,5.47,1,5.39,-12.07
221,163.2,-58.6,3.32,20.0,16.0,14.5,18.6,N-S,16.8,38.5,13.5,16.8,184.1,18.1,67.1,13.3,18.5,1,2.97,1,3.05,-15.58
222,164.1,-60.3,3.23,20.0,16.0,11.6,16.6,N-S,20.4,38.4,12.5,17.5,185.3,17.0,74.3,14.0,21.4,1,3.91,1,3.98,-12.62
223,163.3,-59.5,3.32,16.0,20.0,13.9,18.8,N-S,16.9,37.9,13.5,18.4,188.6,16.3,64.6,13.5,21.3,1,5.47,1,5.39,-13.39
224,170.8,-58.3,3.38,20.0,16.0,15.3,19.9,N-S,21.3,37.5,13.7,17.5,186.5,16.8,80.0,12.6,20.7,1,5.0,1,16.41,-3.5
225,180.5,-51.4,3.8,16.0,20.0,13.7,18.6,N-S,18.5,35.4,12.4,15.8,183.8,16.5,67.0,12.9,20.5,1,4.06,1,3.98,-14.61
226,164.2,-57.5,3.52,16.0,20.0,11.5,14.6,E-W,20.1,38.4,14.2,16.5,187.0,17.7,74.3,12.6,19.5,1,4.69,1,4.69,-9.92
227,169.9,-60.8,2.66,20.0,16.0,13.5,18.3,E-W,17.9,40.9,13.5,16.3,189.4,16.8,76.3,11.8,18.4,1,3.59,1,6.56,-11.71
228,161.5,-58.5,3.75,20.0,16.0,13.5,16.6,E-W,17.5,39.0,14.3,16.8,184.9,16.7,69.9,13.2,20.1,1,5.16,1,5.16,-11.43
229,171.9,-57.6,3.72,20.0,16.0,13.8,18.7,E-W,16.7,36.3,12.3,17.7,185.7,18.7,75.7,12.4,20.3,1,3.44,1,3.52,-15.22
230,172.0,-60.1,3.1,20.0,16.0,10.0,14.1,E-W,19.1,40.4,14.1,18.0,189.2,19.0,79.9,11.8,18.5,1,6.25,1,6.33,-7.76
231,168.2,-51.4,3.05,20.0,16.0,9.6,14.5,N-S,20.6,38.3,13.1,19.0,189.0,18.9,62.8,11.9,17.4,1,3.12,1,3.05,-11.48
232,182.8,-57.7,3.06,16.0,20.0,10.4,15.2,N-S,17.1,39.3,13.0,18.4,183.9,16.3,79.3,13.1,21.8,1,4.06,1,3.98,-11.26
233,176.4,-50.9,3.06,20.0,16.0,10.4,14.9,N-S,19.0,39.8,13.6,18.1,186.0,17.3,69.5,11.4,17.0,1,5.94,1,6.09,-8.84
234,175.4,-59.4,2.71,16.0,20.0,14.6,19.5,E-W,17.1,36.6,13.1,18.7,184.2,18.9,63.0,12.9,18.5,1,3.59,1,5.62,-13.89
235,176.5,-50.0,2.85,20.0,16.0,12.5,15.6,N-S,18.3,38.7,13.9,17.0,188.8,19.7,77.5,11.1,18.4,1,7.03,1,7.27,-8.32
236,172.2,-59.9,3.59,16.0,20.0,12.5,17.1,E-W,17.5,38.5,13.2,18.0,184.2,18.0,61.7,13.7,18.9,1,4.69,1,4.69,-12.46
